Name,Value,Year,Type,Gender
Shreya,52.0,2004,Count,Girl
Shriya,22.0,2004,Count,Girl
Shyla,10.0,2004,Count,Girl
Sian,281.0,2004,Count,Girl
Siana,9.0,2004,Count,Girl
Sidney,13.0,2004,Count,Girl
Sidra,31.0,2004,Count,Girl
Sidrah,18.0,2004,Count,Girl
Siena,34.0,2004,Count,Girl
Sienna,341.0,2004,Count,Girl
Silvia,10.0,2004,Count,Girl
Sima,5.0,2004,Count,Girl
Simone,58.0,2004,Count,Girl
Simran,204.0,2004,Count,Girl
Sinead,189.0,2004,Count,Girl
Siobhan,86.0,2004,Count,Girl
Sky,123.0,2004,Count,Girl
Skye,490.0,2004,Count,Girl
Sofia,459.0,2004,Count,Girl
Sofie,24.0,2004,Count,Girl
Sonia,55.0,2004,Count,Girl
Sonya,13.0,2004,Count,Girl
Sophia,879.0,2004,Count,Girl
Sophie,4670.0,2004,Count,Girl
Soraya,33.0,2004,Count,Girl
Sorcha,14.0,2004,Count,Girl
Stacey,100.0,2004,Count,Girl
Star,22.0,2004,Count,Girl
Starr,11.0,2004,Count,Girl
Stefania,6.0,2004,Count,Girl
Stella,114.0,2004,Count,Girl
Stephanie,338.0,2004,Count,Girl
Stevie,66.0,2004,Count,Girl
Storm,42.0,2004,Count,Girl
Sumaiya,47.0,2004,Count,Girl
Sumaiyah,27.0,2004,Count,Girl
Sumaya,84.0,2004,Count,Girl
Sumayah,12.0,2004,Count,Girl
Sumayya,33.0,2004,Count,Girl
Sumayyah,77.0,2004,Count,Girl
Summer,727.0,2004,Count,Girl
Sunny,16.0,2004,Count,Girl
Suraiya,10.0,2004,Count,Girl
Susan,30.0,2004,Count,Girl
Susanna,25.0,2004,Count,Girl
Susannah,55.0,2004,Count,Girl
Susie,12.0,2004,Count,Girl
Suzanna,20.0,2004,Count,Girl
Suzanne,26.0,2004,Count,Girl
Suzie,6.0,2004,Count,Girl
Sydney,208.0,2004,Count,Girl
Syeda,154.0,2004,Count,Girl
Sylvia,23.0,2004,Count,Girl
Sylvie,37.0,2004,Count,Girl
Tabitha,251.0,2004,Count,Girl
Tahira,24.0,2004,Count,Girl
Tahlia,34.0,2004,Count,Girl
Taiba,22.0,2004,Count,Girl
Talia,192.0,2004,Count,Girl
Talitha,22.0,2004,Count,Girl
Tallulah,150.0,2004,Count,Girl
Talya,16.0,2004,Count,Girl
Tamar,20.0,2004,Count,Girl
Tamara,114.0,2004,Count,Girl
Tamia,43.0,2004,Count,Girl
Tamsin,83.0,2004,Count,Girl
Tanaya,9.0,2004,Count,Girl
Tania,36.0,2004,Count,Girl
Tanisha,99.0,2004,Count,Girl
Tanya,119.0,2004,Count,Girl
Tara,201.0,2004,Count,Girl
Taryn,35.0,2004,Count,Girl
Tasneem,45.0,2004,Count,Girl
Tasnim,65.0,2004,Count,Girl
Tatiana,46.0,2004,Count,Girl
Taya,81.0,2004,Count,Girl
Tayah,16.0,2004,Count,Girl
Tayla,152.0,2004,Count,Girl
Taylor,386.0,2004,Count,Girl
Teagan,102.0,2004,Count,Girl
Teegan,54.0,2004,Count,Girl
Tegan,483.0,2004,Count,Girl
Teigan,133.0,2004,Count,Girl
Teresa,34.0,2004,Count,Girl
Tess,76.0,2004,Count,Girl
Tessa,38.0,2004,Count,Girl
Teya,13.0,2004,Count,Girl
Thalia,68.0,2004,Count,Girl
Thea,170.0,2004,Count,Girl
Theadora,5.0,2004,Count,Girl
Theodora,17.0,2004,Count,Girl
Theresa,31.0,2004,Count,Girl
Tia,1050.0,2004,Count,Girl
Tiana,154.0,2004,Count,Girl
Tianna,87.0,2004,Count,Girl
Tiarna,15.0,2004,Count,Girl
Tiffany,168.0,2004,Count,Girl
Tillie,69.0,2004,Count,Girl
Tilly,506.0,2004,Count,Girl
Tina,34.0,2004,Count,Girl
Toni,103.0,2004,Count,Girl
Tori,52.0,2004,Count,Girl
Trinity,225.0,2004,Count,Girl
Trisha,21.0,2004,Count,Girl
Trudy,12.0,2004,Count,Girl
Tulsi,10.0,2004,Count,Girl
Tyra,38.0,2004,Count,Girl
Uma,21.0,2004,Count,Girl
Umaymah,16.0,2004,Count,Girl
Umme,12.0,2004,Count,Girl
Una,9.0,2004,Count,Girl
Ursula,11.0,2004,Count,Girl
Uzma,22.0,2004,Count,Girl
Valentina,43.0,2004,Count,Girl
Valerie,15.0,2004,Count,Girl
Vanessa,92.0,2004,Count,Girl
Verity,93.0,2004,Count,Girl
Veronica,33.0,2004,Count,Girl
Vicky,14.0,2004,Count,Girl
Victoria,507.0,2004,Count,Girl
Vienna,19.0,2004,Count,Girl
Violet,50.0,2004,Count,Girl
Virginia,14.0,2004,Count,Girl
Vivian,13.0,2004,Count,Girl
Vivien,16.0,2004,Count,Girl
Vivienne,13.0,2004,Count,Girl
Warda,7.0,2004,Count,Girl
Wendy,19.0,2004,Count,Girl
Whitney,13.0,2004,Count,Girl
Willow,222.0,2004,Count,Girl
Winifred,13.0,2004,Count,Girl
Winnie,14.0,2004,Count,Girl
Xanthe,19.0,2004,Count,Girl
Xena,10.0,2004,Count,Girl
Xenia,17.0,2004,Count,Girl
Yael,12.0,2004,Count,Girl
Yara,22.0,2004,Count,Girl
Yasemin,20.0,2004,Count,Girl
Yasmeen,21.0,2004,Count,Girl
Yasmin,471.0,2004,Count,Girl
Yasmina,9.0,2004,Count,Girl
Yasmine,96.0,2004,Count,Girl
Yazmin,48.0,2004,Count,Girl
Yumna,16.0,2004,Count,Girl
Yusra,61.0,2004,Count,Girl
Yvonne,12.0,2004,Count,Girl
Zahra,235.0,2004,Count,Girl
Zahraa,21.0,2004,Count,Girl
Zahrah,22.0,2004,Count,Girl
Zaina,45.0,2004,Count,Girl
Zainab,285.0,2004,Count,Girl
Zaira,8.0,2004,Count,Girl
Zara,538.0,2004,Count,Girl
Zarah,49.0,2004,Count,Girl
Zarina,8.0,2004,Count,Girl
Zayna,27.0,2004,Count,Girl
Zaynab,105.0,2004,Count,Girl
Zaynah,45.0,2004,Count,Girl
Zeenat,11.0,2004,Count,Girl
Zehra,12.0,2004,Count,Girl
Zena,17.0,2004,Count,Girl
Zeynep,19.0,2004,Count,Girl
Zoe,953.0,2004,Count,Girl
Zofia,17.0,2004,Count,Girl
Zoha,23.0,2004,Count,Girl
Zohra,15.0,2004,Count,Girl
Zoya,67.0,2004,Count,Girl
Zulaikha,15.0,2004,Count,Girl
Aaisha,731.0,2003,Rank,Girl
Aaishah,1383.0,2003,Rank,Girl
Aaliya,893.0,2003,Rank,Girl
Aaliyah,96.0,2003,Rank,Girl
Aamina,619.0,2003,Rank,Girl
Aaminah,482.0,2003,Rank,Girl
Aamirah,2436.0,2003,Rank,Girl
Aamna,1176.0,2003,Rank,Girl
Aasiyah,2436.0,2003,Rank,Girl
Abbey,242.0,2003,Rank,Girl
Abbie,38.0,2003,Rank,Girl
Abby,100.0,2003,Rank,Girl
Abi,433.0,2003,Rank,Girl
Abida,893.0,2003,Rank,Girl
Abigail,20.0,2003,Rank,Girl
Acacia,1129.0,2003,Rank,Girl
Ada,1628.0,2003,Rank,Girl
Adeeba,2436.0,2003,Rank,Girl
Adela,4373.0,2003,Rank,Girl
Adelaide,855.0,2003,Rank,Girl
Adele,528.0,2003,Rank,Girl
Adina,1129.0,2003,Rank,Girl
Aditi,1628.0,2003,Rank,Girl
Adriana,855.0,2003,Rank,Girl
Adrianna,1722.0,2003,Rank,Girl
Afreen,1722.0,2003,Rank,Girl
Agatha,1383.0,2003,Rank,Girl
Agnes,1129.0,2003,Rank,Girl
Ahlam,1628.0,2003,Rank,Girl
Aicha,1552.0,2003,Rank,Girl
Aida,1722.0,2003,Rank,Girl
Aileen,1996.0,2003,Rank,Girl
Ailish,1472.0,2003,Rank,Girl
Ailsa,1083.0,2003,Rank,Girl
Aimee,51.0,2003,Rank,Girl
Aine,731.0,2003,Rank,Girl
Aisha,128.0,2003,Rank,Girl
Aishah,402.0,2003,Rank,Girl
Aisling,637.0,2003,Rank,Girl
Alaa,1383.0,2003,Rank,Girl
Alaina,1383.0,2003,Rank,Girl
Alana,195.0,2003,Rank,Girl
Alanah,759.0,2003,Rank,Girl
Alanis,1269.0,2003,Rank,Girl
Alanna,438.0,2003,Rank,Girl
Alannah,390.0,2003,Rank,Girl
Alarna,1996.0,2003,Rank,Girl
Alaw,2727.0,2003,Rank,Girl
Alayna,1722.0,2003,Rank,Girl
Alba,1996.0,2003,Rank,Girl
Aleah,1224.0,2003,Rank,Girl
Aleena,427.0,2003,Rank,Girl
Aleesha,637.0,2003,Rank,Girl
Aleksandra,2727.0,2003,Rank,Girl
Alena,1722.0,2003,Rank,Girl
Alesha,365.0,2003,Rank,Girl
Alessandra,1026.0,2003,Rank,Girl
Alessia,712.0,2003,Rank,Girl
Alethea,1996.0,2003,Rank,Girl
Alex,230.0,2003,Rank,Girl
Alexa,690.0,2003,Rank,Girl
Alexandra,67.0,2003,Rank,Girl
Alexandria,556.0,2003,Rank,Girl
Alexia,347.0,2003,Rank,Girl
Alexis,460.0,2003,Rank,Girl
Aleyna,1083.0,2003,Rank,Girl
Alia,759.0,2003,Rank,Girl
Alice,33.0,2003,Rank,Girl
Alicia,63.0,2003,Rank,Girl
Alicja,4373.0,2003,Rank,Girl
Alima,1083.0,2003,Rank,Girl
Alina,359.0,2003,Rank,Girl
Alisa,876.0,2003,Rank,Girl
Alisha,66.0,2003,Rank,Girl
Alisia,2191.0,2003,Rank,Girl
Alison,595.0,2003,Rank,Girl
Alissa,781.0,2003,Rank,Girl
Alix,556.0,2003,Rank,Girl
Aliya,441.0,2003,Rank,Girl
Aliyah,216.0,2003,Rank,Girl
Aliza,965.0,2003,Rank,Girl
Allana,1383.0,2003,Rank,Girl
Allegra,1722.0,2003,Rank,Girl
Alma,2727.0,2003,Rank,Girl
Almas,1996.0,2003,Rank,Girl
Alya,1996.0,2003,Rank,Girl
Alycia,1996.0,2003,Rank,Girl
Alys,569.0,2003,Rank,Girl
Alysha,425.0,2003,Rank,Girl
Alysia,653.0,2003,Rank,Girl
Alyssa,192.0,2003,Rank,Girl
Alyssia,742.0,2003,Rank,Girl
Amaani,2727.0,2003,Rank,Girl
Amal,637.0,2003,Rank,Girl
Amalia,933.0,2003,Rank,Girl
Amalie,965.0,2003,Rank,Girl
Amana,1996.0,2003,Rank,Girl
Amanda,405.0,2003,Rank,Girl
Amani,478.0,2003,Rank,Girl
Amara,653.0,2003,Rank,Girl
Amarah,1383.0,2003,Rank,Girl
Amba,1996.0,2003,Rank,Girl
Ambar,4373.0,2003,Rank,Girl
Amber,40.0,2003,Rank,Girl
Amber-Rose,3099.0,2003,Rank,Girl
Amberley,1722.0,2003,Rank,Girl
Ameena,855.0,2003,Rank,Girl
Ameenah,1722.0,2003,Rank,Girl
Ameera,759.0,2003,Rank,Girl
Ameerah,1843.0,2003,Rank,Girl
Amelia,21.0,2003,Rank,Girl
Amelie,141.0,2003,Rank,Girl
Amena,1628.0,2003,Rank,Girl
Amie,267.0,2003,Rank,Girl
Amina,206.0,2003,Rank,Girl
Aminah,412.0,2003,Rank,Girl
Amira,415.0,2003,Rank,Girl
Amirah,450.0,2003,Rank,Girl
Ammara,1722.0,2003,Rank,Girl
Ammarah,818.0,2003,Rank,Girl
Amna,494.0,2003,Rank,Girl
Amreen,2727.0,2003,Rank,Girl
Amrit,876.0,2003,Rank,Girl
Amrita,855.0,2003,Rank,Girl
Amy,16.0,2003,Rank,Girl
Ana,472.0,2003,Rank,Girl
Anabel,1129.0,2003,Rank,Girl
Anabelle,1843.0,2003,Rank,Girl
Anais,292.0,2003,Rank,Girl
Anam,965.0,2003,Rank,Girl
Anastasia,332.0,2003,Rank,Girl
Andie,2191.0,2003,Rank,Girl
Andrea,408.0,2003,Rank,Girl
Aneeka,1083.0,2003,Rank,Girl
Aneesa,712.0,2003,Rank,Girl
Angel,124.0,2003,Rank,Girl
Angela,441.0,2003,Rank,Girl
Angelica,595.0,2003,Rank,Girl
Angelina,435.0,2003,Rank,Girl
Angelique,2436.0,2003,Rank,Girl
Angharad,666.0,2003,Rank,Girl
Ania,1056.0,2003,Rank,Girl
Anika,467.0,2003,Rank,Girl
Anisa,307.0,2003,Rank,Girl
Anisha,337.0,2003,Rank,Girl
Anita,619.0,2003,Rank,Girl
Anja,1026.0,2003,Rank,Girl
Anjali,637.0,2003,Rank,Girl
Ann,699.0,2003,Rank,Girl
Anna,39.0,2003,Rank,Girl
Anna-Maria,2436.0,2003,Rank,Girl
Annabel,134.0,2003,Rank,Girl
Annabell,1552.0,2003,Rank,Girl
Annabella,799.0,2003,Rank,Girl
Annabelle,152.0,2003,Rank,Girl
Annaliese,1083.0,2003,Rank,Girl
Annalise,375.0,2003,Rank,Girl
Anne,712.0,2003,Rank,Girl
Anne-Marie,1383.0,2003,Rank,Girl
Anneliese,1722.0,2003,Rank,Girl
Annie,172.0,2003,Rank,Girl
Annika,876.0,2003,Rank,Girl
Anoushka,844.0,2003,Rank,Girl
Antonia,250.0,2003,Rank,Girl
Anum,1472.0,2003,Rank,Girl
Anushka,1129.0,2003,Rank,Girl
Anwen,855.0,2003,Rank,Girl
Anya,130.0,2003,Rank,Girl
Aoife,351.0,2003,Rank,Girl
April,281.0,2003,Rank,Girl
Aqsa,441.0,2003,Rank,Girl
Arabella,427.0,2003,Rank,Girl
Araminta,2191.0,2003,Rank,Girl
Areeba,1176.0,2003,Rank,Girl
Aria,1472.0,2003,Rank,Girl
Ariana,607.0,2003,Rank,Girl
Ariane,2191.0,2003,Rank,Girl
Arianna,799.0,2003,Rank,Girl
Arianne,1383.0,2003,Rank,Girl
Ariella,1269.0,2003,Rank,Girl
Arielle,1843.0,2003,Rank,Girl
Arifa,4373.0,2003,Rank,Girl
Armani,1026.0,2003,Rank,Girl
Arooj,1083.0,2003,Rank,Girl
Arwa,1843.0,2003,Rank,Girl
Asha,313.0,2003,Rank,Girl
Ashleigh,129.0,2003,Rank,Girl
Ashley,299.0,2003,Rank,Girl
Ashlyn,933.0,2003,Rank,Girl
Asia,583.0,2003,Rank,Girl
Asiya,893.0,2003,Rank,Girl
Asiyah,1996.0,2003,Rank,Girl
Asma,637.0,2003,Rank,Girl
Asmaa,965.0,2003,Rank,Girl
Astrid,1129.0,2003,Rank,Girl
Athena,818.0,2003,Rank,Girl
Atlanta,1176.0,2003,Rank,Girl
Audrey,1325.0,2003,Rank,Girl
Aurelia,1552.0,2003,Rank,Girl
Aurora,771.0,2003,Rank,Girl
Autumn,494.0,2003,Rank,Girl
Ava,164.0,2003,Rank,Girl
Avani,1843.0,2003,Rank,Girl
Avneet,1269.0,2003,Rank,Girl
Avni,2727.0,2003,Rank,Girl
Avril,1224.0,2003,Rank,Girl
Aya,742.0,2003,Rank,Girl
Ayah,1083.0,2003,Rank,Girl
Ayanna,2436.0,2003,Rank,Girl
Ayesha,208.0,2003,Rank,Girl
Ayisha,1026.0,2003,Rank,Girl
Ayla,742.0,2003,Rank,Girl
Aylin,1996.0,2003,Rank,Girl
Ayomide,1628.0,2003,Rank,Girl
Ayse,933.0,2003,Rank,Girl
Aysha,381.0,2003,Rank,Girl
Azaria,1472.0,2003,Rank,Girl
Azra,1843.0,2003,Rank,Girl
Bailey,337.0,2003,Rank,Girl
Barbara,1325.0,2003,Rank,Girl
Baylee,1552.0,2003,Rank,Girl
Bayleigh,1269.0,2003,Rank,Girl
Beatrice,249.0,2003,Rank,Girl
Beatrix,996.0,2003,Rank,Girl
Beau,545.0,2003,Rank,Girl
Bella,619.0,2003,Rank,Girl
Belle,1176.0,2003,Rank,Girl
Bernadette,1383.0,2003,Rank,Girl
Bernice,2191.0,2003,Rank,Girl
Beth,130.0,2003,Rank,Girl
Bethan,127.0,2003,Rank,Girl
Bethany,24.0,2003,Rank,Girl
Betsy,876.0,2003,Rank,Girl
Betty,1383.0,2003,Rank,Girl
Bianca,799.0,2003,Rank,Girl
Bibi,759.0,2003,Rank,Girl
Billie,315.0,2003,Rank,Girl
Billie-Jo,855.0,2003,Rank,Girl
Blaise,1628.0,2003,Rank,Girl
Bliss,1224.0,2003,Rank,Girl
Blossom,2436.0,2003,Rank,Girl
Blythe,1383.0,2003,Rank,Girl
Bobbi,583.0,2003,Rank,Girl
Bobbie,538.0,2003,Rank,Girl
Bonita,1628.0,2003,Rank,Girl
Bonnie,331.0,2003,Rank,Girl
Breanna,1026.0,2003,Rank,Girl
Briana,1129.0,2003,Rank,Girl
Brianna,508.0,2003,Rank,Girl
Bridget,503.0,2003,Rank,Girl
Bridie,781.0,2003,Rank,Girl
Briony,532.0,2003,Rank,Girl
Britney,607.0,2003,Rank,Girl
Brodie,475.0,2003,Rank,Girl
Brogan,390.0,2003,Rank,Girl
Bronte,699.0,2003,Rank,Girl
Bronwen,799.0,2003,Rank,Girl
Bronwyn,538.0,2003,Rank,Girl
Brooke,93.0,2003,Rank,Girl
Brooklyn,1176.0,2003,Rank,Girl
Bryony,254.0,2003,Rank,Girl
Bushra,759.0,2003,Rank,Girl
Caitlin,22.0,2003,Rank,Girl
Caitlyn,145.0,2003,Rank,Girl
Cali,3099.0,2003,Rank,Girl
Calli,1843.0,2003,Rank,Girl
Callie,460.0,2003,Rank,Girl
Cally,1224.0,2003,Rank,Girl
Cameron,637.0,2003,Rank,Girl
Camilla,712.0,2003,Rank,Girl
Camille,742.0,2003,Rank,Girl
Candice,690.0,2003,Rank,Girl
Caoimhe,1129.0,2003,Rank,Girl
Cara,159.0,2003,Rank,Girl
Cari,1843.0,2003,Rank,Girl
Cariad,2191.0,2003,Rank,Girl
Carina,996.0,2003,Rank,Girl
Carla,310.0,2003,Rank,Girl
Carlotta,1996.0,2003,Rank,Girl
Carly,369.0,2003,Rank,Girl
Carmel,1383.0,2003,Rank,Girl
Carmen,362.0,2003,Rank,Girl
Carolina,1176.0,2003,Rank,Girl
Caroline,390.0,2003,Rank,Girl
Carrie,545.0,2003,Rank,Girl
Carys,176.0,2003,Rank,Girl
Casey,133.0,2003,Rank,Girl
Cassandra,653.0,2003,Rank,Girl
Cassia,1176.0,2003,Rank,Girl
Cassidy,595.0,2003,Rank,Girl
Cassie,503.0,2003,Rank,Girl
Catarina,1269.0,2003,Rank,Girl
Caterina,1996.0,2003,Rank,Girl
Catherine,123.0,2003,Rank,Girl
Catrin,384.0,2003,Rank,Girl
Cecilia,759.0,2003,Rank,Girl
Cecily,1325.0,2003,Rank,Girl
Celeste,844.0,2003,Rank,Girl
Celia,933.0,2003,Rank,Girl
Celina,1472.0,2003,Rank,Girl
Celine,1269.0,2003,Rank,Girl
Cerys,95.0,2003,Rank,Girl
Chana,1269.0,2003,Rank,Girl
Chanel,365.0,2003,Rank,Girl
Chanelle,462.0,2003,Rank,Girl
Chantelle,190.0,2003,Rank,Girl
Charis,690.0,2003,Rank,Girl
Charlee,965.0,2003,Rank,Girl
Charleigh,699.0,2003,Rank,Girl
Charlene,583.0,2003,Rank,Girl
Charley,187.0,2003,Rank,Girl
Charli,508.0,2003,Rank,Girl
Charlie,88.0,2003,Rank,Girl
Charlotte,9.0,2003,Rank,Girl
Charmaine,818.0,2003,Rank,Girl
Chaya,893.0,2003,Rank,Girl
Chelsea,75.0,2003,Rank,Girl
Cherry,1325.0,2003,Rank,Girl
Cheyenne,508.0,2003,Rank,Girl
Chiara,523.0,2003,Rank,Girl
Chioma,3594.0,2003,Rank,Girl
Chloe,3.0,2003,Rank,Girl
Christabel,1383.0,2003,Rank,Girl
Christiana,1269.0,2003,Rank,Girl
Christina,255.0,2003,Rank,Girl
Christine,545.0,2003,Rank,Girl
Ciara,153.0,2003,Rank,Girl
Cicely,1325.0,2003,Rank,Girl
Cindy,1552.0,2003,Rank,Girl
Claire,415.0,2003,Rank,Girl
Clara,272.0,2003,Rank,Girl
Clare,619.0,2003,Rank,Girl
Clarice,1472.0,2003,Rank,Girl
Clarissa,855.0,2003,Rank,Girl
Claudia,196.0,2003,Rank,Girl
Clementine,690.0,2003,Rank,Girl
Cleo,435.0,2003,Rank,Girl
Clio,1383.0,2003,Rank,Girl
Clodagh,1722.0,2003,Rank,Girl
Coco,1129.0,2003,Rank,Girl
Colette,1552.0,2003,Rank,Girl
Connie,238.0,2003,Rank,Girl
Constance,389.0,2003,Rank,Girl
Cora,486.0,2003,Rank,Girl
Coral,781.0,2003,Rank,Girl
Coralie,1843.0,2003,Rank,Girl
Cordelia,532.0,2003,Rank,Girl
Corinne,1722.0,2003,Rank,Girl
Cosima,2191.0,2003,Rank,Girl
Courtney,34.0,2003,Rank,Girl
Cressida,2191.0,2003,Rank,Girl
Cristina,1325.0,2003,Rank,Girl
Crystal,332.0,2003,Rank,Girl
Cydney,630.0,2003,Rank,Girl
Cynthia,2436.0,2003,Rank,Girl
Daisie,876.0,2003,Rank,Girl
Daisy,31.0,2003,Rank,Girl
Daisy-Mae,1383.0,2003,Rank,Girl
Daisy-May,1996.0,2003,Rank,Girl
Dakota,1383.0,2003,Rank,Girl
Dalia,1269.0,2003,Rank,Girl
Dana,486.0,2003,Rank,Girl
Danae,3099.0,2003,Rank,Girl
Dani,1269.0,2003,Rank,Girl
Dania,1269.0,2003,Rank,Girl
Danica,1083.0,2003,Rank,Girl
Daniela,583.0,2003,Rank,Girl
Daniella,238.0,2003,Rank,Girl
Danielle,101.0,2003,Rank,Girl
Danika,1472.0,2003,Rank,Girl
Danni,699.0,2003,Rank,Girl
Danya,2436.0,2003,Rank,Girl
Daphne,1843.0,2003,Rank,Girl
Dara,1722.0,2003,Rank,Girl
Darcey,299.0,2003,Rank,Girl
Darci,893.0,2003,Rank,Girl
Darcie,347.0,2003,Rank,Girl
Darcy,225.0,2003,Rank,Girl
Daria,1628.0,2003,Rank,Girl
Davina,458.0,2003,Rank,Girl
Dawn,1129.0,2003,Rank,Girl
Dayna,1325.0,2003,Rank,Girl
Deanna,450.0,2003,Rank,Girl
Debbie,1996.0,2003,Rank,Girl
Deborah,402.0,2003,Rank,Girl
Deena,1843.0,2003,Rank,Girl
Delilah,1383.0,2003,Rank,Girl
Della,1996.0,2003,Rank,Girl
Delphine,1722.0,2003,Rank,Girl
Demi,115.0,2003,Rank,Girl
Demi-Lee,1383.0,2003,Rank,Girl
Demi-Leigh,564.0,2003,Rank,Girl
Denise,781.0,2003,Rank,Girl
Desiree,1472.0,2003,Rank,Girl
Destiny,326.0,2003,Rank,Girl
Devon,494.0,2003,Rank,Girl
Devorah,2191.0,2003,Rank,Girl
Diana,528.0,2003,Rank,Girl
Diane,1472.0,2003,Rank,Girl
Dilara,1129.0,2003,Rank,Girl
Dina,1224.0,2003,Rank,Girl
Divine,1056.0,2003,Rank,Girl
Diya,583.0,2003,Rank,Girl
Dolly,3099.0,2003,Rank,Girl
Dominique,712.0,2003,Rank,Girl
Donna,1224.0,2003,Rank,Girl
Dora,2191.0,2003,Rank,Girl
Dorothy,1325.0,2003,Rank,Girl
Drew,564.0,2003,Rank,Girl
Dulcie,818.0,2003,Rank,Girl
Ebonie,1383.0,2003,Rank,Girl
Ebony,116.0,2003,Rank,Girl
Eda,1628.0,2003,Rank,Girl
Eden,218.0,2003,Rank,Girl
Edie,595.0,2003,Rank,Girl
Edith,578.0,2003,Rank,Girl
Effie,1628.0,2003,Rank,Girl
Eileen,996.0,2003,Rank,Girl
Eilidh,1224.0,2003,Rank,Girl
Eimear,3099.0,2003,Rank,Girl
Ela,595.0,2003,Rank,Girl
Elaina,1472.0,2003,Rank,Girl
Elaine,1383.0,2003,Rank,Girl
Elan,1722.0,2003,Rank,Girl
Elana,818.0,2003,Rank,Girl
Eleana,2191.0,2003,Rank,Girl
Eleanor,29.0,2003,Rank,Girl
Elen,818.0,2003,Rank,Girl
Elena,203.0,2003,Rank,Girl
Eleni,844.0,2003,Rank,Girl
Eleri,712.0,2003,Rank,Girl
Eliana,712.0,2003,Rank,Girl
Elicia,759.0,2003,Rank,Girl
Elif,1176.0,2003,Rank,Girl
Elin,354.0,2003,Rank,Girl
Elina,965.0,2003,Rank,Girl
Elinor,381.0,2003,Rank,Girl
Elisa,607.0,2003,Rank,Girl
Elisabeth,607.0,2003,Rank,Girl
Elise,112.0,2003,Rank,Girl
Elisha,183.0,2003,Rank,Girl
Elisia,1383.0,2003,Rank,Girl
Elissa,508.0,2003,Rank,Girl
Eliz,2191.0,2003,Rank,Girl
Eliza,208.0,2003,Rank,Girl
Elizabeth,32.0,2003,Rank,Girl
Ella,12.0,2003,Rank,Girl
Ella-Louise,712.0,2003,Rank,Girl
Ella-Mae,1026.0,2003,Rank,Girl
Ella-Rose,1325.0,2003,Rank,Girl
Elle,117.0,2003,Rank,Girl
Ellen,103.0,2003,Rank,Girl
Ellena,516.0,2003,Rank,Girl
Elli,666.0,2003,Rank,Girl
Ellie,2.0,2003,Rank,Girl
Ellie-Mae,315.0,2003,Rank,Girl
Ellie-Mai,855.0,2003,Rank,Girl
Ellie-May,342.0,2003,Rank,Girl
Ellie-Rose,1129.0,2003,Rank,Girl
Ellis,447.0,2003,Rank,Girl
Ellora,2436.0,2003,Rank,Girl
Ellouise,933.0,2003,Rank,Girl
Elly,619.0,2003,Rank,Girl
Elodie,607.0,2003,Rank,Girl
Eloisa,909.0,2003,Rank,Girl
Eloise,82.0,2003,Rank,Girl
Elouise,666.0,2003,Rank,Girl
Elsa,462.0,2003,Rank,Girl
Elsbeth,2727.0,2003,Rank,Girl
Elsie,408.0,2003,Rank,Girl
Elspeth,876.0,2003,Rank,Girl
Elyse,781.0,2003,Rank,Girl
Elysia,423.0,2003,Rank,Girl
Eman,1472.0,2003,Rank,Girl
Emelia,427.0,2003,Rank,Girl
Emerald,1722.0,2003,Rank,Girl
Emilee,1325.0,2003,Rank,Girl
Emilia,179.0,2003,Rank,Girl
Emilie,318.0,2003,Rank,Girl
Emilly,2436.0,2003,Rank,Girl
Emily,1.0,2003,Rank,Girl
Emily-Jane,1843.0,2003,Rank,Girl
Emily-Rose,1224.0,2003,Rank,Girl
Emine,1552.0,2003,Rank,Girl
Emma,19.0,2003,Rank,Girl
Emmanuella,1472.0,2003,Rank,Girl
Emmeline,1552.0,2003,Rank,Girl
Emmi,3099.0,2003,Rank,Girl
Emmie,545.0,2003,Rank,Girl
Emmy,909.0,2003,Rank,Girl
Enya,690.0,2003,Rank,Girl
Erica,462.0,2003,Rank,Girl
Erika,699.0,2003,Rank,Girl
Erin,36.0,2003,Rank,Girl
Eryn,666.0,2003,Rank,Girl
Esha,362.0,2003,Rank,Girl
Esme,163.0,2003,Rank,Girl
Esmee,965.0,2003,Rank,Girl
Esra,1472.0,2003,Rank,Girl
Estella,1996.0,2003,Rank,Girl
Estelle,516.0,2003,Rank,Girl
Esther,194.0,2003,Rank,Girl
Eunice,1996.0,2003,Rank,Girl
Eva,104.0,2003,Rank,Girl
Evangeline,680.0,2003,Rank,Girl
Eve,65.0,2003,Rank,Girl
Evelina,1843.0,2003,Rank,Girl
Evelyn,184.0,2003,Rank,Girl
Evie,60.0,2003,Rank,Girl
Faatimah,1176.0,2003,Rank,Girl
Fabiha,1383.0,2003,Rank,Girl
Fae,1552.0,2003,Rank,Girl
Fahima,771.0,2003,Rank,Girl
Faith,98.0,2003,Rank,Girl
Faiza,503.0,2003,Rank,Girl
Faizah,742.0,2003,Rank,Girl
Falak,2191.0,2003,Rank,Girl
Fallon,844.0,2003,Rank,Girl
Farah,486.0,2003,Rank,Girl
Farida,2436.0,2003,Rank,Girl
Fariha,1056.0,2003,Rank,Girl
Farrah,799.0,2003,Rank,Girl
Fatema,996.0,2003,Rank,Girl
Fathima,1083.0,2003,Rank,Girl
Fatima,177.0,2003,Rank,Girl
Fatimah,532.0,2003,Rank,Girl
Fatma,712.0,2003,Rank,Girl
Fay,475.0,2003,Rank,Girl
Faye,125.0,2003,Rank,Girl
